tweet_id,text,favorite_count,retweet_count,created_at
1652741612378660864,"RT @Z__AC: #PMLN leaks: What foreign policy is best for Pakistan long term? 
#PTI leaks:
How to sabotage IMF deal?
How to intimidate/kill o…",0,19,Sun Apr 30 18:28:01 +0000 2023
1652741438461952000,"RT @princeT58319728: ""U.S house representative says it was easy to deal with #ShehbazSharif as compare to #ImranKhan that's why we changed…",0,3,Sun Apr 30 18:27:20 +0000 2023
1652741315912663042,RT @Burraq_Warrior: World &amp; the region is getting ready fr grt game &amp; setting their directions right &amp; here in #Pakistan the #kleptocracy (…,0,2,Sun Apr 30 18:26:50 +0000 2023
1652740129365331969,"If you need big foreign direct investment (FDI) in Pakistan, then political dharnas or long marches should be banne… https://t.co/01Tv5sBSVV",0,0,Sun Apr 30 18:22:07 +0000 2023
1652739927598309377,"RT @princeT58319728: ""U.S house representative says it was easy to deal with #ShehbazSharif as compare to #ImranKhan that's why we changed…",0,3,Sun Apr 30 18:21:19 +0000 2023
1652739920677556227,"RT @Z__AC: #PMLN leaks: What foreign policy is best for Pakistan long term? 
#PTI leaks:
How to sabotage IMF deal?
How to intimidate/kill o…",0,19,Sun Apr 30 18:21:18 +0000 2023
1652739525859213313,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 18:19:44 +0000 2023
1652739403217764352,"RT @Z__AC: #PMLN leaks: What foreign policy is best for Pakistan long term? 
#PTI leaks:
How to sabotage IMF deal?
How to intimidate/kill o…",0,19,Sun Apr 30 18:19:14 +0000 2023
1652739148816568323,"RT @Z__AC: #PMLN leaks: What foreign policy is best for Pakistan long term? 
#PTI leaks:
How to sabotage IMF deal?
How to intimidate/kill o…",0,19,Sun Apr 30 18:18:14 +0000 2023
1652739121767501825,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 18:18:07 +0000 2023
1652738993518411777,"RT @princeT58319728: ""U.S house representative says it was easy to deal with #ShehbazSharif as compare to #ImranKhan that's why we changed…",0,3,Sun Apr 30 18:17:37 +0000 2023
1652738894050336768,"#PMLN leaks: What foreign policy is best for Pakistan long term? 
#PTI leaks:
How to sabotage IMF deal?
How to inti… https://t.co/UHRnGscpFc",29,19,Sun Apr 30 18:17:13 +0000 2023
1652738835434938369,"""U.S house representative says it was easy to deal with #ShehbazSharif as compare to #ImranKhan that's why we chang… https://t.co/R3Kq5foGcy",3,3,Sun Apr 30 18:16:59 +0000 2023
1652738395183931395,"#PTI 
#PTIOfficial 
#imranKhanPTI 
#ImranRiazKhan 
#waqarmalik 
The love for Imran Khan/PTI now transmitted into 3… https://t.co/HyiPqBfByu",0,0,Sun Apr 30 18:15:14 +0000 2023
1652738152694464512,"@Ali_Abbas_Zaidi &amp; unless they place themselves inside the walls with different rules, laws, community standards, c… https://t.co/0hi8RjVfKz",0,0,Sun Apr 30 18:14:16 +0000 2023
1652737627173408769,"RT @AsadAToor: #EXCLUSIVe: In an explosive audio leak of Najam Saqib, former Chief Justice #SaqibNisar via his son taking millions from #PT…",0,1777,Sun Apr 30 18:12:11 +0000 2023
1652736591843016706,"@GermanyinPAK @ImranKhanPTI This is good gesture ambassador !
The baseline is rule of law that must be enforced. On… https://t.co/B7cufUs4iX",0,0,Sun Apr 30 18:08:04 +0000 2023
1652735827640832001,"@SyedMuzammilOFL Welcome to the 🥳 
From COAS to US to XYZ, ABC and ultimately reaching your highness. 
You too (#PTI killer) Brutes!",0,0,Sun Apr 30 18:05:02 +0000 2023
1652735019868119047,MashAllah best best leader😘❤️ @ImranKhanPTI #PMImranKhan #PMIK #reels #viral #ImranKhan #ImranKhanPTI #PTI… https://t.co/5zV7aYoVrX,0,0,Sun Apr 30 18:01:49 +0000 2023
1652734128931086337,"RT @_paro1: #PTI
promotion✔️
👇🏻
FB💯
@_paro1
@Iqra429
@1Mahi0
@J1__IK
@shz789
@1AZMo
@28_pti
@1H50k
@1fzall
@1tmy_
@950nk
@Ghz97
@_paro2
@S1…",0,69,Sun Apr 30 17:58:17 +0000 2023
1652734020612915201,"@soldierspeaks Ths spinz ma mind
#ImranKhanPTI #PTI #امپورٹڈ_حکومت_نامنظور",0,0,Sun Apr 30 17:57:51 +0000 2023
1652733945581060096,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 17:57:33 +0000 2023
1652733921103335424,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 17:57:27 +0000 2023
1652733592374501376,Very close family friend just revealed that @iqrarulhassan had done grastic sleeve surgery! He’s got evidence to su… https://t.co/ZVipA99k1b,0,0,Sun Apr 30 17:56:09 +0000 2023
1652733366763126785,Hats off to pti government and dr sania nishtar and this compare to free atta lines where 10+ people's died and wit… https://t.co/HRoogPm7g5,0,0,Sun Apr 30 17:55:15 +0000 2023
1652733156955398146,RT @TheCurrentPK: A United Kingdom (#UK) High Court Judge has ruled that the words used by three Pakistan Tehreek-e-Insaf (#PTI) leaders ag…,0,0,Sun Apr 30 17:54:25 +0000 2023
1652733113154379776,"RT @_paro1: #PTI
promotion✔️
👇🏻
FB💯
@_paro1
@Iqra429
@1Mahi0
@J1__IK
@shz789
@1AZMo
@28_pti
@1H50k
@1fzall
@1tmy_
@950nk
@Ghz97
@_paro2
@S1…",0,69,Sun Apr 30 17:54:15 +0000 2023
1652731664898969602,"RT @TariqNaqash: #Pakistan_Tehreek_i_Insaf is our party and #ImranKhan is our leader. I cannot even think of joining any other party,
: @Sa…",0,0,Sun Apr 30 17:48:29 +0000 2023
1652728995949998082,World &amp; the region is getting ready fr grt game &amp; setting their directions right &amp; here in #Pakistan the… https://t.co/yZD1thQ1Rs,6,2,Sun Apr 30 17:37:53 +0000 2023
1652727410389839873,"RT @AsadAToor: #EXCLUSIVe: In an explosive audio leak of Najam Saqib, former Chief Justice #SaqibNisar via his son taking millions from #PT…",0,1777,Sun Apr 30 17:31:35 +0000 2023
1652726706762047488,Ch Nisar Ali Khan talking about Maryam Nawaz. #pti #viral #pakistanpolitics https://t.co/9k2XyqVttu via @YouTube,0,0,Sun Apr 30 17:28:47 +0000 2023
1652726311591239680,"RT @faisalgrewal: My ultimate love for my #Homeland, my #Pakistan, my #People, my #Armed #Forces, my #Judiciary, my #Parliament, my #Establ…",0,1,Sun Apr 30 17:27:13 +0000 2023
1652725092617531393,RT @MinuteMirrorpk: Ahsan Iqbal has termed the non-arrest of Imran Khan and Parvez Elahi despite police raids as drama of PTI supporters in…,0,30,Sun Apr 30 17:22:22 +0000 2023
1652724659907854340,"RT @amberdanishh: I made this vlog on December 29th, 2020 when #PTI accepted the incorrect results of Census2017 and concluded that Karachi…",0,21,Sun Apr 30 17:20:39 +0000 2023
1652722706201149441,"RT @najamsheraz: Allah hu Akbar 
This boy's eyes are so bright! 
Even with one hand he looks so positive and string that I apologies to All…",0,30,Sun Apr 30 17:12:53 +0000 2023
1652722670243557377,"Major UK banks have announced the closure of many of their branches from next week.
.
.
.
.
#Pakistan… https://t.co/OFBi84b4nO",0,0,Sun Apr 30 17:12:45 +0000 2023
1652721891478478849,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 17:09:39 +0000 2023
1652721748448509955,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 17:09:05 +0000 2023
1652721609315164160,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 17:08:32 +0000 2023
1652721596895772673,"RT @amberdanishh: I made this vlog on December 29th, 2020 when #PTI accepted the incorrect results of Census2017 and concluded that Karachi…",0,21,Sun Apr 30 17:08:29 +0000 2023
1652721015376744448,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 17:06:10 +0000 2023
1652720817443053569,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 17:05:23 +0000 2023
1652720594436120582,"RT @amberdanishh: I made this vlog on December 29th, 2020 when #PTI accepted the incorrect results of Census2017 and concluded that Karachi…",0,21,Sun Apr 30 17:04:30 +0000 2023
1652720411442925568,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 17:03:46 +0000 2023
1652719467787329538,"Party Tickets Mai Dhandli | Imran Khan Lailm || News360

Watch: https://t.co/MdQnLZLtKH

#imrankhan #imrankhanpti… https://t.co/UNab9uAo0j",3,0,Sun Apr 30 17:00:01 +0000 2023
1652718170430480386,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 16:54:52 +0000 2023
1652717236594028545,"RT @nayadaurpk: #PTI’s leadership is extremely worried that #PDM would do the same to the #economy near the end of their tenure, as the PTI…",0,3,Sun Apr 30 16:51:09 +0000 2023
1652716796561031169,"RT @deeda_var: Here's an Eid Milan Party
What n amazing gathering!

Marks 1st Chapter of Election Drive in DHA-Lahore by #PTI

Dear @Farhat…",0,3,Sun Apr 30 16:49:24 +0000 2023
1652716318699794432,"RT @deeda_var: Here's an Eid Milan Party
What n amazing gathering!

Marks 1st Chapter of Election Drive in DHA-Lahore by #PTI

Dear @Farhat…",0,3,Sun Apr 30 16:47:31 +0000 2023
1652716270155096065,RT @nayadaurpk: Yesterday's scenes from #Gulberg were reminiscent of how the #PunjabPolice tried and failed multiple times to arrest #PTI c…,0,1,Sun Apr 30 16:47:19 +0000 2023
1652715846471495682,"RT @deeda_var: Here's an Eid Milan Party
What n amazing gathering!

Marks 1st Chapter of Election Drive in DHA-Lahore by #PTI

Dear @Farhat…",0,3,Sun Apr 30 16:45:38 +0000 2023
1652715415636967424,"RT @nayadaurpk: Before being ousted from the prime minister's office, #ImranKhan used to ask what was the point in opposition #politicians…",0,4,Sun Apr 30 16:43:55 +0000 2023
1652715361207480320,"RT @nayadaurpk: Before being ousted from the prime minister's office, #ImranKhan used to ask what was the point in opposition #politicians…",0,4,Sun Apr 30 16:43:42 +0000 2023
1652715172505567234,@OmniscientXo Useless to give this dck attention. Hr fuels his Twitter handle by talking crap against #pti.. ignore this crook.,0,0,Sun Apr 30 16:42:57 +0000 2023
1652715039114051585,Another eye opener for #PTI supporters. This happened during PTI govt. But I guess some people just want to keep th… https://t.co/ObpuBm0XKX,0,0,Sun Apr 30 16:42:25 +0000 2023
1652714506798104578,"Fawad Chaudhry hints at another long march if PTI talks with govt fail - 
#FawadChaudhry #PTI #LongMarch… https://t.co/j58KGE0ymp",0,0,Sun Apr 30 16:40:19 +0000 2023
1652714438590595073,"RT @amberdanishh: I made this vlog on December 29th, 2020 when #PTI accepted the incorrect results of Census2017 and concluded that Karachi…",0,21,Sun Apr 30 16:40:02 +0000 2023
1652714113305559040,RT @osamayawar: I never understood the politics of Wattoo family. Are they #PTI or #PPP?,0,1,Sun Apr 30 16:38:45 +0000 2023
1652713574048088067,I never understood the politics of Wattoo family. Are they #PTI or #PPP?,1,1,Sun Apr 30 16:36:36 +0000 2023
1652708843623706626,"RT @_paro1: #PTI
promotion✔️
👇🏻
FB💯
@_paro1
@Iqra429
@1Mahi0
@J1__IK
@shz789
@1AZMo
@28_pti
@1H50k
@1fzall
@1tmy_
@950nk
@Ghz97
@_paro2
@S1…",0,69,Sun Apr 30 16:17:48 +0000 2023
1652708542694957057,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 16:16:37 +0000 2023
1652708485795049472,"RT @_paro1: #PTI
promotion✔️
👇🏻
FB💯
@_paro1
@Iqra429
@1Mahi0
@J1__IK
@shz789
@1AZMo
@28_pti
@1H50k
@1fzall
@1tmy_
@950nk
@Ghz97
@_paro2
@S1…",0,69,Sun Apr 30 16:16:23 +0000 2023
1652707833434058752,"RT @najamsheraz: Allah hu Akbar 
This boy's eyes are so bright! 
Even with one hand he looks so positive and string that I apologies to All…",0,30,Sun Apr 30 16:13:47 +0000 2023
1652707826588852224,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 16:13:46 +0000 2023
1652707565342449664,And bloody Zia’s son is in your party Aijaz ul Haq #PTI 😂😂😂😂 strange na https://t.co/BctwqxKoJQ,0,0,Sun Apr 30 16:12:44 +0000 2023
1652707507666665474,"When the plane nose dives , all passengers go down with it ! 

Among 300 Pakistanis who appeared in the Google Codi… https://t.co/uarrF5l1gi",0,0,Sun Apr 30 16:12:30 +0000 2023
1652707274224447488,"RT @lordsherrykhan: I'm not saying Imran Khan is Batman, but have you ever seen them in the same room together? 🦇🤔🦸‍♂️

#ImranKhan #PMofPak…",0,3,Sun Apr 30 16:11:34 +0000 2023
1652707057672372227,RT @AbihaZardari: Accepting resignation of selected MNAs of #PTI is an excellent job done by the speaker which must have been done months a…,0,10,Sun Apr 30 16:10:43 +0000 2023
1652705342894080001,"Baktarband on it's way ,📍canal road .
#PunjabPolice #PTI #PDM_PTI_BhaiBhai #RanaSanaUllah #ParvezElahi https://t.co/1JQVwRIY5K",0,0,Sun Apr 30 16:03:54 +0000 2023
1652705286413512708,"RT @amberdanishh: I made this vlog on December 29th, 2020 when #PTI accepted the incorrect results of Census2017 and concluded that Karachi…",0,21,Sun Apr 30 16:03:40 +0000 2023
1652704803980722176,"RT @Ema_an2: #PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_ @950nk
@Ghz97
@…",0,15,Sun Apr 30 16:01:45 +0000 2023
1652704431731884033,Both #PDM and #GHQ ain’t sincere to Pakistan then  how can they be sincere while negotiating with #PTI,0,0,Sun Apr 30 16:00:16 +0000 2023
1652703917262913537,"If the negotiations with the government fail, there will be a historic long march, #FawadChaudhry, #PTI wants the s… https://t.co/gOluR6cf0Y",0,0,Sun Apr 30 15:58:14 +0000 2023
1652703871092011009,"From the audio clip, the #PTI leadership has also been exposed along with the former #ChiefJustice, #KhawajaAsif PT… https://t.co/VrlEpbzsaX",0,0,Sun Apr 30 15:58:03 +0000 2023
1652703474662998016,RT @SaleemFarrukh: 🚨 ALERT 🚨: PTI is putting critical Pakistani institutions at risk with their dangerous political agenda. They're spreadi…,0,419,Sun Apr 30 15:56:28 +0000 2023
1652703153459003398,RT @ThebetterPak_: Toyota Indus Motor Company (IMC) in Pakistan has declared another round of non-production days (NPDs) in May due to oper…,0,1,Sun Apr 30 15:55:12 +0000 2023
1652702622942625793,"#PTI
promotion✔️
👇🏻
FB💯
@Ema_an2
@_paro1
@Iqra429 @1Mahi0
@J1__IK
@shz789
@1AZMo @28_pti
@1H50k
@1fzall
@1tmy_… https://t.co/ay13qNzZtY",15,15,Sun Apr 30 15:53:05 +0000 2023
1652701339506311168,"RT @_paro1: #PTI
promotion✔️
👇🏻
FB💯
@_paro1
@Iqra429
@1Mahi0
@J1__IK
@shz789
@1AZMo
@28_pti
@1H50k
@1fzall
@1tmy_
@950nk
@Ghz97
@_paro2
@S1…",0,69,Sun Apr 30 15:47:59 +0000 2023
1652700739209252865,💕 🔴 LIVE | Chairman PTI Imran Khan's Interactive Session with Workers | IMPORTANCE OF LABOUR | Zaman Park | Electio… https://t.co/9VM5RxHuW8,1,0,Sun Apr 30 15:45:36 +0000 2023
1652698671744532481,"RT @O4optimist: A rational analysis of “soldier is right but general is wrong narrative”…..!
#ShahidKhaqanAbbasi 
#PDM_PTI_BhaiBhai 
#PakAr…",0,1,Sun Apr 30 15:37:23 +0000 2023
1652697329525293056,@ImranRiazKhan This all is a properly organized #mafia having very strong pockets in Civil &amp; #Military #Bureaucracy… https://t.co/yQodzDMpSb,0,0,Sun Apr 30 15:32:03 +0000 2023
1652696203350642688,"Audio leaks: PTI's investigation does not find ex-CJP Saqib Nisar's son guilty
https://t.co/VyKIUVzlW9
#PTI… https://t.co/4u5WHZFbwm",0,0,Sun Apr 30 15:27:35 +0000 2023
1652694751160815616,"RT @amberdanishh: I made this vlog on December 29th, 2020 when #PTI accepted the incorrect results of Census2017 and concluded that Karachi…",0,21,Sun Apr 30 15:21:48 +0000 2023
1652693944663416833,"Import of cheap LPG from Turkmenistan to Pakistan via Afghanistan has started.
.
.
.
.
#Pakistan #Afghanistan… https://t.co/5IR2SCnE7V",0,0,Sun Apr 30 15:18:36 +0000 2023
1652692931923394562,"A rational analysis of “soldier is right but general is wrong narrative”…..!
#ShahidKhaqanAbbasi 
#PDM_PTI_BhaiBhai… https://t.co/HvKJ2rHz6I",0,1,Sun Apr 30 15:14:35 +0000 2023
1652691958392033280,Who the hell is ECP to stop the rally on #LaborDay2023 by #PTIOfficial? Under which law? Where are the Fundamental… https://t.co/Hf1Cdf1sXw,1,0,Sun Apr 30 15:10:43 +0000 2023
1652691712991453191,"RT @amberdanishh: I made this vlog on December 29th, 2020 when #PTI accepted the incorrect results of Census2017 and concluded that Karachi…",0,21,Sun Apr 30 15:09:44 +0000 2023
1652690593443889152,"PTI govt with stopped work on CPEC projects: Khawaja Asif

#APPNews #CPEC #PTI @KhawajaMAsif  @pmln_org… https://t.co/gV5PZQ0V54",1,0,Sun Apr 30 15:05:17 +0000 2023
1652689024023240705,"RT @_paro1: #PTI
promotion✔️
👇🏻
FB💯
@_paro1
@Iqra429
@1Mahi0
@J1__IK
@shz789
@1AZMo
@28_pti
@1H50k
@1fzall
@1tmy_
@950nk
@Ghz97
@_paro2
@S1…",0,69,Sun Apr 30 14:59:03 +0000 2023
1652689005736235009,"A lovely moment at the Eid Milan Party cum Election Drive in DHA Lahore by #PTI Lahore.

Everyone stands to honor t… https://t.co/mNj13O3YFc",1,0,Sun Apr 30 14:58:59 +0000 2023
1652689001634222081,"Mr. @Ali_Waraich_PTI addressing the DHA residents in Lahore DHA on Saturday 29 April 2023.

While Mr.… https://t.co/nQgGpWwJIA",1,0,Sun Apr 30 14:58:58 +0000 2023
1652688996718485506,"@FarhatAbbas_PTI &amp; @Ali_Waraich_PTI with happy moods &amp; vibes in Lahore DHA on Saturday 29 April 2023.

It was an Ei… https://t.co/1cTdGYhJ6I",0,0,Sun Apr 30 14:58:56 +0000 2023
1652688984877981701,"Here's an Eid Milan Party
What n amazing gathering!

Marks 1st Chapter of Election Drive in DHA-Lahore by #PTI

Dea… https://t.co/kubKSQ0gJy",5,3,Sun Apr 30 14:58:54 +0000 2023
1652688784062816259,It’s started when you puppet people #PTI were in Govt https://t.co/eC3zxh342I,0,0,Sun Apr 30 14:58:06 +0000 2023
1652686028224753664,"RT @amberdanishh: I made this vlog on December 29th, 2020 when #PTI accepted the incorrect results of Census2017 and concluded that Karachi…",0,21,Sun Apr 30 14:47:09 +0000 2023
1652685851523002378,"RT @Doc_Shahkar: I don't understand the logic of Molana who was insisting on pre-elections, but now he is running away from the electionS.…",0,1,Sun Apr 30 14:46:27 +0000 2023
1652684739227025409,#Election Campiengn #Pti officials #Ruksana Naveed#Pti officials #Imran khan https://t.co/L4qYuYfXI0… https://t.co/vVrzy60tET,3,0,Sun Apr 30 14:42:01 +0000 2023
1652684417100402690,RT @lucifer1970: I feel sorry for @Asad_Umar who is striving to become relevant ever since he was brutally the booted from the post of Mini…,0,14,Sun Apr 30 14:40:45 +0000 2023
1652684191346180098,RT @lucifer1970: I feel sorry for @Asad_Umar who is striving to become relevant ever since he was brutally the booted from the post of Mini…,0,14,Sun Apr 30 14:39:51 +0000 2023
1652683449868914688,RT @lucifer1970: I feel sorry for @Asad_Umar who is striving to become relevant ever since he was brutally the booted from the post of Mini…,0,14,Sun Apr 30 14:36:54 +0000 2023
1652683434438066177,"RT @amberdanishh: I made this vlog on December 29th, 2020 when #PTI accepted the incorrect results of Census2017 and concluded that Karachi…",0,21,Sun Apr 30 14:36:50 +0000 2023
1652681765558030342,"If assemblies dissolved by May 14, ready for joint election in Pakistan: Imran Khan
#imrankhan #pti #news… https://t.co/ERl729GKYe",1,0,Sun Apr 30 14:30:12 +0000 2023
1652681027930734592,RT @lucifer1970: I feel sorry for @Asad_Umar who is striving to become relevant ever since he was brutally the booted from the post of Mini…,0,14,Sun Apr 30 14:27:17 +0000 2023
1652680123177484289,RT @lucifer1970: I feel sorry for @Asad_Umar who is striving to become relevant ever since he was brutally the booted from the post of Mini…,0,14,Sun Apr 30 14:23:41 +0000 2023
1652679689897377794,@AlaviRehan You should ask ur party leadership of #PTI if anyone like asad umar or ali zaidi have asked @NadraPak .… https://t.co/rWHRRtRnPZ,0,0,Sun Apr 30 14:21:58 +0000 2023
